id,left,top,right,bottom,OBJECTID_1,OBJECTID,Major_FA,SubArea,Division,SubDivisio,Unit,Area_Full,Area_27,Area_km2,x,y,Latitude,Longitude
"447",1973647.37175105,7814490.6683848,1993647.37175105,7834490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1973647.372,7814490.668,57.265,17.730
"448",1973647.37175105,7794490.6683848,1993647.37175105,7814490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1973647.372,7794490.668,57.168,17.730
"449",1973647.37175105,7774490.6683848,1993647.37175105,7794490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1973647.372,7774490.668,57.070,17.730
"450",1973647.37175105,7754490.6683848,1993647.37175105,7774490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1973647.372,7754490.668,56.972,17.730
"451",1973647.37175105,7734490.6683848,1993647.37175105,7754490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1973647.372,7734490.668,56.874,17.730
"452",1973647.37175105,7714490.6683848,1993647.37175105,7734490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1973647.372,7714490.668,56.776,17.730
"453",1973647.37175105,7694490.6683848,1993647.37175105,7714490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1973647.372,7694490.668,56.678,17.730
"454",1973647.37175105,7674490.6683848,1993647.37175105,7694490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1973647.372,7674490.668,56.579,17.730
"469",1993647.37175105,8134490.6683848,2013647.37175105,8154490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,8134490.668,58.787,17.909
"470",1993647.37175105,8114490.6683848,2013647.37175105,8134490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,8114490.668,58.694,17.909
"471",1993647.37175105,8094490.6683848,2013647.37175105,8114490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,8094490.668,58.600,17.909
"472",1993647.37175105,8074490.6683848,2013647.37175105,8094490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,8074490.668,58.507,17.909
"473",1993647.37175105,8054490.6683848,2013647.37175105,8074490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,8054490.668,58.413,17.909
"474",1993647.37175105,8034490.6683848,2013647.37175105,8054490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,8034490.668,58.318,17.909
"475",1993647.37175105,8014490.6683848,2013647.37175105,8034490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,8014490.668,58.224,17.909
"476",1993647.37175105,7994490.6683848,2013647.37175105,8014490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7994490.668,58.129,17.909
"477",1993647.37175105,7974490.6683848,2013647.37175105,7994490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7974490.668,58.034,17.909
"478",1993647.37175105,7954490.6683848,2013647.37175105,7974490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7954490.668,57.939,17.909
"479",1993647.37175105,7934490.6683848,2013647.37175105,7954490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7934490.668,57.843,17.909
"480",1993647.37175105,7914490.6683848,2013647.37175105,7934490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7914490.668,57.748,17.909
"481",1993647.37175105,7894490.6683848,2013647.37175105,7914490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7894490.668,57.652,17.909
"482",1993647.37175105,7874490.6683848,2013647.37175105,7894490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7874490.668,57.555,17.909
"483",1993647.37175105,7854490.6683848,2013647.37175105,7874490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7854490.668,57.459,17.909
"484",1993647.37175105,7834490.6683848,2013647.37175105,7854490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7834490.668,57.362,17.909
"485",1993647.37175105,7814490.6683848,2013647.37175105,7834490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7814490.668,57.265,17.909
"486",1993647.37175105,7794490.6683848,2013647.37175105,7814490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7794490.668,57.168,17.909
"487",1993647.37175105,7774490.6683848,2013647.37175105,7794490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7774490.668,57.070,17.909
"488",1993647.37175105,7754490.6683848,2013647.37175105,7774490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7754490.668,56.972,17.909
"489",1993647.37175105,7734490.6683848,2013647.37175105,7754490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7734490.668,56.874,17.909
"490",1993647.37175105,7714490.6683848,2013647.37175105,7734490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7714490.668,56.776,17.909
"491",1993647.37175105,7694490.6683848,2013647.37175105,7714490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7694490.668,56.678,17.909
"492",1993647.37175105,7674490.6683848,2013647.37175105,7694490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,1993647.372,7674490.668,56.579,17.909
"505",2013647.37175105,8174490.6683848,2033647.37175105,8194490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,8174490.668,58.973,18.089
"506",2013647.37175105,8154490.6683848,2033647.37175105,8174490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,8154490.668,58.880,18.089
"507",2013647.37175105,8134490.6683848,2033647.37175105,8154490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,8134490.668,58.787,18.089
"508",2013647.37175105,8114490.6683848,2033647.37175105,8134490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,8114490.668,58.694,18.089
"509",2013647.37175105,8094490.6683848,2033647.37175105,8114490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,8094490.668,58.600,18.089
"510",2013647.37175105,8074490.6683848,2033647.37175105,8094490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,8074490.668,58.507,18.089
"511",2013647.37175105,8054490.6683848,2033647.37175105,8074490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,8054490.668,58.413,18.089
"512",2013647.37175105,8034490.6683848,2033647.37175105,8054490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,8034490.668,58.318,18.089
"513",2013647.37175105,8014490.6683848,2033647.37175105,8034490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,8014490.668,58.224,18.089
"514",2013647.37175105,7994490.6683848,2033647.37175105,8014490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7994490.668,58.129,18.089
"515",2013647.37175105,7974490.6683848,2033647.37175105,7994490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7974490.668,58.034,18.089
"516",2013647.37175105,7954490.6683848,2033647.37175105,7974490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7954490.668,57.939,18.089
"517",2013647.37175105,7934490.6683848,2033647.37175105,7954490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7934490.668,57.843,18.089
"518",2013647.37175105,7914490.6683848,2033647.37175105,7934490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7914490.668,57.748,18.089
"519",2013647.37175105,7894490.6683848,2033647.37175105,7914490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7894490.668,57.652,18.089
"520",2013647.37175105,7874490.6683848,2033647.37175105,7894490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7874490.668,57.555,18.089
"521",2013647.37175105,7854490.6683848,2033647.37175105,7874490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7854490.668,57.459,18.089
"522",2013647.37175105,7834490.6683848,2033647.37175105,7854490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7834490.668,57.362,18.089
"523",2013647.37175105,7814490.6683848,2033647.37175105,7834490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7814490.668,57.265,18.089
"524",2013647.37175105,7794490.6683848,2033647.37175105,7814490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7794490.668,57.168,18.089
"525",2013647.37175105,7774490.6683848,2033647.37175105,7794490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2013647.372,7774490.668,57.070,18.089
"538",2033647.37175105,8274490.6683848,2053647.37175105,8294490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8274490.668,59.433,18.269
"542",2033647.37175105,8194490.6683848,2053647.37175105,8214490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8194490.668,59.065,18.269
"543",2033647.37175105,8174490.6683848,2053647.37175105,8194490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8174490.668,58.973,18.269
"544",2033647.37175105,8154490.6683848,2053647.37175105,8174490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8154490.668,58.880,18.269
"545",2033647.37175105,8134490.6683848,2053647.37175105,8154490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8134490.668,58.787,18.269
"546",2033647.37175105,8114490.6683848,2053647.37175105,8134490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8114490.668,58.694,18.269
"547",2033647.37175105,8094490.6683848,2053647.37175105,8114490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8094490.668,58.600,18.269
"548",2033647.37175105,8074490.6683848,2053647.37175105,8094490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8074490.668,58.507,18.269
"549",2033647.37175105,8054490.6683848,2053647.37175105,8074490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8054490.668,58.413,18.269
"550",2033647.37175105,8034490.6683848,2053647.37175105,8054490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8034490.668,58.318,18.269
"551",2033647.37175105,8014490.6683848,2053647.37175105,8034490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,8014490.668,58.224,18.269
"552",2033647.37175105,7994490.6683848,2053647.37175105,8014490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,7994490.668,58.129,18.269
"553",2033647.37175105,7974490.6683848,2053647.37175105,7994490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,7974490.668,58.034,18.269
"554",2033647.37175105,7954490.6683848,2053647.37175105,7974490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,7954490.668,57.939,18.269
"555",2033647.37175105,7934490.6683848,2053647.37175105,7954490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,7934490.668,57.843,18.269
"556",2033647.37175105,7914490.6683848,2053647.37175105,7934490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,7914490.668,57.748,18.269
"557",2033647.37175105,7894490.6683848,2053647.37175105,7914490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,7894490.668,57.652,18.269
"563",2033647.37175105,7774490.6683848,2053647.37175105,7794490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2033647.372,7774490.668,57.070,18.269
"576",2053647.37175105,8274490.6683848,2073647.37175105,8294490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8274490.668,59.433,18.448
"577",2053647.37175105,8254490.6683848,2073647.37175105,8274490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8254490.668,59.341,18.448
"582",2053647.37175105,8154490.6683848,2073647.37175105,8174490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8154490.668,58.880,18.448
"583",2053647.37175105,8134490.6683848,2073647.37175105,8154490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8134490.668,58.787,18.448
"584",2053647.37175105,8114490.6683848,2073647.37175105,8134490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8114490.668,58.694,18.448
"585",2053647.37175105,8094490.6683848,2073647.37175105,8114490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8094490.668,58.600,18.448
"586",2053647.37175105,8074490.6683848,2073647.37175105,8094490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8074490.668,58.507,18.448
"587",2053647.37175105,8054490.6683848,2073647.37175105,8074490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8054490.668,58.413,18.448
"588",2053647.37175105,8034490.6683848,2073647.37175105,8054490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8034490.668,58.318,18.448
"589",2053647.37175105,8014490.6683848,2073647.37175105,8034490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,8014490.668,58.224,18.448
"590",2053647.37175105,7994490.6683848,2073647.37175105,8014490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,7994490.668,58.129,18.448
"591",2053647.37175105,7974490.6683848,2073647.37175105,7994490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,7974490.668,58.034,18.448
"592",2053647.37175105,7954490.6683848,2073647.37175105,7974490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,7954490.668,57.939,18.448
"593",2053647.37175105,7934490.6683848,2073647.37175105,7954490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2053647.372,7934490.668,57.843,18.448
"614",2073647.37175105,8274490.6683848,2093647.37175105,8294490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8274490.668,59.433,18.628
"615",2073647.37175105,8254490.6683848,2093647.37175105,8274490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8254490.668,59.341,18.628
"618",2073647.37175105,8194490.6683848,2093647.37175105,8214490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8194490.668,59.065,18.628
"619",2073647.37175105,8174490.6683848,2093647.37175105,8194490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8174490.668,58.973,18.628
"620",2073647.37175105,8154490.6683848,2093647.37175105,8174490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8154490.668,58.880,18.628
"621",2073647.37175105,8134490.6683848,2093647.37175105,8154490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8134490.668,58.787,18.628
"622",2073647.37175105,8114490.6683848,2093647.37175105,8134490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8114490.668,58.694,18.628
"623",2073647.37175105,8094490.6683848,2093647.37175105,8114490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8094490.668,58.600,18.628
"624",2073647.37175105,8074490.6683848,2093647.37175105,8094490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8074490.668,58.507,18.628
"625",2073647.37175105,8054490.6683848,2093647.37175105,8074490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8054490.668,58.413,18.628
"626",2073647.37175105,8034490.6683848,2093647.37175105,8054490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8034490.668,58.318,18.628
"627",2073647.37175105,8014490.6683848,2093647.37175105,8034490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,8014490.668,58.224,18.628
"628",2073647.37175105,7994490.6683848,2093647.37175105,8014490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,7994490.668,58.129,18.628
"629",2073647.37175105,7974490.6683848,2093647.37175105,7994490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,7974490.668,58.034,18.628
"630",2073647.37175105,7954490.6683848,2093647.37175105,7974490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2073647.372,7954490.668,57.939,18.628
"650",2093647.37175105,8314490.6683848,2113647.37175105,8334490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8314490.668,59.615,18.808
"651",2093647.37175105,8294490.6683848,2113647.37175105,8314490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8294490.668,59.524,18.808
"652",2093647.37175105,8274490.6683848,2113647.37175105,8294490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8274490.668,59.433,18.808
"653",2093647.37175105,8254490.6683848,2113647.37175105,8274490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8254490.668,59.341,18.808
"654",2093647.37175105,8234490.6683848,2113647.37175105,8254490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8234490.668,59.249,18.808
"655",2093647.37175105,8214490.6683848,2113647.37175105,8234490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8214490.668,59.157,18.808
"656",2093647.37175105,8194490.6683848,2113647.37175105,8214490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8194490.668,59.065,18.808
"657",2093647.37175105,8174490.6683848,2113647.37175105,8194490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8174490.668,58.973,18.808
"658",2093647.37175105,8154490.6683848,2113647.37175105,8174490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8154490.668,58.880,18.808
"659",2093647.37175105,8134490.6683848,2113647.37175105,8154490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8134490.668,58.787,18.808
"660",2093647.37175105,8114490.6683848,2113647.37175105,8134490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8114490.668,58.694,18.808
"661",2093647.37175105,8094490.6683848,2113647.37175105,8114490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8094490.668,58.600,18.808
"662",2093647.37175105,8074490.6683848,2113647.37175105,8094490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8074490.668,58.507,18.808
"663",2093647.37175105,8054490.6683848,2113647.37175105,8074490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8054490.668,58.413,18.808
"664",2093647.37175105,8034490.6683848,2113647.37175105,8054490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8034490.668,58.318,18.808
"665",2093647.37175105,8014490.6683848,2113647.37175105,8034490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,8014490.668,58.224,18.808
"666",2093647.37175105,7994490.6683848,2113647.37175105,8014490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,7994490.668,58.129,18.808
"667",2093647.37175105,7974490.6683848,2113647.37175105,7994490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,7974490.668,58.034,18.808
"668",2093647.37175105,7954490.6683848,2113647.37175105,7974490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2093647.372,7954490.668,57.939,18.808
"688",2113647.37175105,8314490.6683848,2133647.37175105,8334490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8314490.668,59.615,18.987
"689",2113647.37175105,8294490.6683848,2133647.37175105,8314490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8294490.668,59.524,18.987
"690",2113647.37175105,8274490.6683848,2133647.37175105,8294490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8274490.668,59.433,18.987
"691",2113647.37175105,8254490.6683848,2133647.37175105,8274490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8254490.668,59.341,18.987
"692",2113647.37175105,8234490.6683848,2133647.37175105,8254490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8234490.668,59.249,18.987
"693",2113647.37175105,8214490.6683848,2133647.37175105,8234490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8214490.668,59.157,18.987
"694",2113647.37175105,8194490.6683848,2133647.37175105,8214490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8194490.668,59.065,18.987
"695",2113647.37175105,8174490.6683848,2133647.37175105,8194490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8174490.668,58.973,18.987
"696",2113647.37175105,8154490.6683848,2133647.37175105,8174490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8154490.668,58.880,18.987
"697",2113647.37175105,8134490.6683848,2133647.37175105,8154490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8134490.668,58.787,18.987
"698",2113647.37175105,8114490.6683848,2133647.37175105,8134490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8114490.668,58.694,18.987
"699",2113647.37175105,8094490.6683848,2133647.37175105,8114490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8094490.668,58.600,18.987
"700",2113647.37175105,8074490.6683848,2133647.37175105,8094490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8074490.668,58.507,18.987
"701",2113647.37175105,8054490.6683848,2133647.37175105,8074490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8054490.668,58.413,18.987
"702",2113647.37175105,8034490.6683848,2133647.37175105,8054490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8034490.668,58.318,18.987
"703",2113647.37175105,8014490.6683848,2133647.37175105,8034490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,8014490.668,58.224,18.987
"704",2113647.37175105,7994490.6683848,2133647.37175105,8014490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,7994490.668,58.129,18.987
"705",2113647.37175105,7974490.6683848,2133647.37175105,7994490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,7974490.668,58.034,18.987
"706",2113647.37175105,7954490.6683848,2133647.37175105,7974490.6683848,"1","1","27","3",d,"27",,27.3.d.27,3.d.27,30398.14183570000,2113647.372,7954490.668,57.939,18.987
